,Business,Entertainment,Politics,Sport,Tech
0,0.5138888888888888,0.5299145299145299,0.9085714285714286,0.5238095238095238,0.8871794871794871
1,0.7292817679558011,0.4954954954954955,0.7967479674796748,0.24615384615384617,0.8828125
2,0.6571428571428571,0.49166666666666664,0.9349112426035503,0.7899159663865546,0.384
3,0.9064748201438849,0.624113475177305,0.4452054794520548,0.6277372262773723,0.8085106382978723
4,0.5539568345323741,0.49586776859504134,0.9282051282051282,0.3208955223880597,1.295774647887324
5,0.40476190476190477,0.25595238095238093,0.48314606741573035,0.4260869565217391,0.9866666666666667
6,0.6463414634146342,0.5,0.777027027027027,0.37719298245614036,0.5271317829457365
7,0.5660377358490566,0.45,0.9484536082474226,0.49214659685863876,0.732824427480916
8,0.4866666666666667,0.58,0.6094674556213018,0.7194244604316546,1.5402843601895735
9,0.48125,0.593103448275862,0.43902439024390244,0.44029850746268656,1.0062111801242235
10,0.5495495495495496,0.5916666666666667,0.7049180327868853,0.6504854368932039,1.1428571428571428
11,0.7421875,0.5174418604651163,0.6474358974358975,0.5691056910569106,0.625
12,0.41919191919191917,0.6283783783783784,1.0,0.7317073170731707,1.111764705882353
13,0.5555555555555556,0.6054421768707483,0.9655172413793104,0.5621301775147929,0.5185185185185185
14,1.0059171597633136,0.4230769230769231,0.4094488188976378,0.41605839416058393,0.5857988165680473
15,0.5970149253731343,1.0914285714285714,0.696969696969697,0.4233128834355828,1.3255813953488371
16,0.42857142857142855,0.25,0.291970802919708,0.4962962962962963,0.8125
17,0.36885245901639346,0.33136094674556216,0.40425531914893614,0.39545454545454545,0.6211180124223602
18,0.4022346368715084,0.330188679245283,1.178082191780822,0.3963963963963964,1.0227272727272727
19,1.2340425531914894,0.45751633986928103,0.8333333333333334,0.5691056910569106,0.8816568047337278
20,0.66875,0.5416666666666666,0.7452229299363057,0.5531914893617021,0.8108108108108109
21,0.47794117647058826,0.9565217391304348,0.8079470198675497,0.46153846153846156,0.5151515151515151
22,0.3333333333333333,0.42011834319526625,0.753968253968254,0.8926174496644296,1.006993006993007
23,0.7080745341614907,0.4772727272727273,0.4502923976608187,0.4015748031496063,0.42857142857142855
24,1.0,0.5170454545454546,0.6166666666666667,0.5939849624060151,0.4740740740740741
25,0.6369426751592356,0.47368421052631576,0.656,0.4796747967479675,0.8544303797468354
26,0.45454545454545453,0.6076923076923076,0.8118279569892473,0.4012738853503185,0.9440559440559441
27,0.3698630136986301,0.34265734265734266,0.6017699115044248,0.5625,0.8428571428571429
28,0.738255033557047,0.5138888888888888,0.5555555555555556,0.4661016949152542,0.7230769230769231
29,0.6333333333333333,0.4583333333333333,0.8300653594771242,0.8201058201058201,0.5594405594405595
30,0.6424581005586593,0.6623376623376623,1.0454545454545454,0.46601941747572817,1.5588235294117647
31,0.5555555555555556,1.0441176470588236,0.6666666666666666,0.4485294117647059,0.896414342629482
32,0.5703703703703704,0.6474358974358975,0.8222222222222222,0.7218045112781954,0.6418918918918919
33,0.5125,0.42038216560509556,0.8244274809160306,1.2682926829268293,1.0434782608695652
34,0.3930635838150289,0.38285714285714284,0.47413793103448276,0.515625,0.7092198581560284
35,0.5543478260869565,0.4065040650406504,0.9259259259259259,0.5138888888888888,0.384
36,0.6021505376344086,0.664,0.5032258064516129,0.75,0.5766871165644172
37,0.2018348623853211,0.4853801169590643,0.6232876712328768,0.8831168831168831,0.4513888888888889
