,Business,Entertainment,Politics,Sport,Tech
0,0.5042735042735043,0.5473684210526316,0.8013698630136986,0.4791666666666667,0.7368421052631579
1,0.697841726618705,0.5747126436781609,0.59,0.4020618556701031,0.7142857142857143
2,0.6785714285714286,0.6666666666666666,0.7482014388489209,0.6041666666666666,0.49504950495049505
3,0.7358490566037735,0.7631578947368421,0.5327868852459017,0.6915887850467289,0.8467153284671532
4,0.5377358490566038,0.5425531914893617,0.7404580152671756,0.45544554455445546,0.8715596330275229
5,0.5666666666666667,0.4117647058823529,0.574468085106383,0.5824175824175825,0.7787610619469026
6,0.7931034482758621,0.5441176470588235,0.7017543859649122,0.4222222222222222,0.7021276595744681
7,0.5114503816793893,0.4645669291338583,0.7738095238095238,0.7115384615384616,0.7904761904761904
8,0.5590551181102362,0.5806451612903226,0.6727272727272727,0.5283018867924528,0.5697674418604651
9,0.648,0.5508474576271186,0.6039603960396039,0.5765765765765766,0.7578125
10,0.5287356321839081,0.5578947368421052,0.5833333333333334,0.6585365853658537,0.7745098039215687
11,0.8,0.3829787234042553,0.591304347826087,0.6236559139784946,0.625
12,0.5534591194968553,0.5636363636363636,0.7652173913043478,0.6862745098039216,0.8723404255319149
13,0.6057692307692307,0.55,0.7368421052631579,0.47761194029850745,0.39622641509433965
14,0.7357142857142858,0.656934306569343,0.4489795918367347,0.6666666666666666,0.5986394557823129
15,0.4,0.6065573770491803,0.9,0.5112781954887218,0.7857142857142857
16,0.4959349593495935,0.27419354838709675,0.4298245614035088,0.5490196078431373,0.7542372881355932
17,0.45098039215686275,0.5177304964539007,0.46846846846846846,0.5260416666666666,0.5579710144927537
18,0.5705128205128205,0.44047619047619047,0.8455284552845529,0.5263157894736842,0.9090909090909091
19,0.856,0.6166666666666667,0.6203703703703703,0.6236559139784946,0.7142857142857143
20,0.7218045112781954,0.5531914893617021,0.6637168141592921,0.660377358490566,0.7899159663865546
21,0.7,0.7701149425287356,0.7213114754098361,0.5,0.6792452830188679
22,0.5378151260504201,0.47651006711409394,0.7735849056603774,0.7024793388429752,0.7314814814814815
23,0.8306451612903226,0.4793388429752066,0.5771812080536913,0.5631067961165048,0.5648148148148148
24,0.7378640776699029,0.554140127388535,0.5656565656565656,0.6851851851851852,0.5277777777777778
25,0.5671641791044776,0.46710526315789475,0.6106870229007634,0.6464646464646465,0.8267716535433071
26,0.5877192982456141,0.47474747474747475,0.6692913385826772,0.5864661654135338,0.6756756756756757
27,0.4957983193277311,0.4672131147540984,0.5604395604395604,0.5826086956521739,0.6161616161616161
28,0.672,0.6330275229357798,0.6,0.6373626373626373,0.8689655172413793
29,0.7171717171717171,0.7532467532467533,0.8188976377952756,0.6486486486486487,0.719626168224299
30,0.6052631578947368,0.7364341085271318,0.8613861386138614,0.4880952380952381,0.8257575757575758
31,0.5729166666666666,0.6194690265486725,0.5714285714285714,0.46956521739130436,0.7860696517412935
